"","norms","count","words","length"
"42221","deeimrt",4,"merited",7
"42222","deeimrt",4,"mitered",7
"42223","deeinnrt",3,"indenter",8
"42224","deeinnrt",3,"intender",8
"42225","deeinnrt",3,"indenter",8
"42226","deeinnrt",3,"reintend",8
"42227","deeinnrt",3,"intender",8
"42228","deeinnrt",3,"reintend",8
"42229","deeinrst",3,"indesert",8
"42230","deeinrst",3,"inserted",8
"42231","deeinrst",3,"indesert",8
"42232","deeinrst",3,"resident",8
"42233","deeinrst",3,"inserted",8
"42234","deeinrst",3,"resident",8
"42235","deeinrt",3,"nitered",7
"42236","deeinrt",3,"redient",7
"42237","deeinrt",3,"nitered",7
"42238","deeinrt",3,"teinder",7
"42239","deeinrt",3,"redient",7
"42240","deeinrt",3,"teinder",7
"42241","deeinv",3,"endive",6
"42242","deeinv",3,"envied",6
"42243","deeinv",3,"endive",6
"42244","deeinv",3,"veined",6
"42245","deeinv",3,"envied",6
"42246","deeinv",3,"veined",6
"42247","deeirrs",4,"derries",7
"42248","deeirrs",4,"desirer",7
"42249","deeirrs",4,"derries",7
"42250","deeirrs",4,"resider",7
"42251","deeirrs",4,"derries",7
"42252","deeirrs",4,"serried",7
"42253","deeirrs",4,"desirer",7
"42254","deeirrs",4,"resider",7
"42255","deeirrs",4,"desirer",7
"42256","deeirrs",4,"serried",7
"42257","deeirrs",4,"resider",7
"42258","deeirrs",4,"serried",7
"42259","deeirrtv",3,"diverter",8
"42260","deeirrtv",3,"redivert",8
"42261","deeirrtv",3,"diverter",8
"42262","deeirrtv",3,"verditer",8
"42263","deeirrtv",3,"redivert",8
"42264","deeirrtv",3,"verditer",8
"42265","deeirrv",3,"deriver",7
"42266","deeirrv",3,"redrive",7
"42267","deeirrv",3,"deriver",7
"42268","deeirrv",3,"rivered",7
"42269","deeirrv",3,"redrive",7
"42270","deeirrv",3,"rivered",7
"42271","deeirstuv",3,"detrusive",9
"42272","deeirstuv",3,"divesture",9
"42273","deeirstuv",3,"detrusive",9
"42274","deeirstuv",3,"servitude",9
"42275","deeirstuv",3,"divesture",9
"42276","deeirstuv",3,"servitude",9
"42277","deel",3,"dele",4
"42278","deel",3,"lede",4
"42279","deel",3,"dele",4
"42280","deel",3,"leed",4
"42281","deel",3,"lede",4
"42282","deel",3,"leed",4
"42283","deelmor",3,"demerol",7
"42284","deelmor",3,"modeler",7
"42285","deelmor",3,"demerol",7
"42286","deelmor",3,"remodel",7
"42287","deelmor",3,"modeler",7
"42288","deelmor",3,"remodel",7
"42289","deem",4,"deem",4
"42290","deem",4,"deme",4
"42291","deem",4,"deem",4
"42292","deem",4,"mede",4
"42293","deem",4,"deem",4
"42294","deem",4,"meed",4
"42295","deem",4,"deme",4
"42296","deem",4,"mede",4
"42297","deem",4,"deme",4
"42298","deem",4,"meed",4
"42299","deem",4,"mede",4
"42300","deem",4,"meed",4
"42301","deen",3,"dene",4
"42302","deen",3,"eden",4
"42303","deen",3,"dene",4
"42304","deen",3,"need",4
"42305","deen",3,"eden",4
"42306","deen",3,"need",4
"42307","deenprssu",3,"resuspend",9
"42308","deenprssu",3,"suspender",9
"42309","deenprssu",3,"resuspend",9
"42310","deenprssu",3,"unpressed",9
"42311","deenprssu",3,"suspender",9
"42312","deenprssu",3,"unpressed",9
"42313","deenrstu",4,"sederunt",8
"42314","deenrstu",4,"underset",8
"42315","deenrstu",4,"sederunt",8
"42316","deenrstu",4,"undesert",8
"42317","deenrstu",4,"sederunt",8
"42318","deenrstu",4,"unrested",8
"42319","deenrstu",4,"underset",8
"42320","deenrstu",4,"undesert",8
"42321","deenrstu",4,"underset",8
"42322","deenrstu",4,"unrested",8
"42323","deenrstu",4,"undesert",8
"42324","deenrstu",4,"unrested",8
"42325","deenrt",3,"denter",6
"42326","deenrt",3,"rented",6
"42327","deenrt",3,"denter",6
"42328","deenrt",3,"tender",6
"42329","deenrt",3,"rented",6
"42330","deenrt",3,"tender",6
"42331","deentt",3,"detent",6
"42332","deentt",3,"netted",6
"42333","deentt",3,"detent",6
"42334","deentt",3,"tented",6
"42335","deentt",3,"netted",6
"42336","deentt",3,"tented",6
"42337","deeorruv",3,"devourer",8
"42338","deeorruv",3,"overdure",8
"42339","deeorruv",3,"devourer",8
"42340","deeorruv",3,"overrude",8
"42341","deeorruv",3,"overdure",8
"42342","deeorruv",3,"overrude",8
"42343","deer",5,"deer",4
"42344","deer",5,"dere",4
"42345","deer",5,"deer",4
"42346","deer",5,"dree",4
"42347","deer",5,"deer",4
"42348","deer",5,"rede",4
"42349","deer",5,"deer",4
"42350","deer",5,"reed",4
"42351","deer",5,"dere",4
"42352","deer",5,"dree",4
"42353","deer",5,"dere",4
"42354","deer",5,"rede",4
"42355","deer",5,"dere",4
"42356","deer",5,"reed",4
"42357","deer",5,"dree",4
"42358","deer",5,"rede",4
"42359","deer",5,"dree",4
"42360","deer",5,"reed",4
"42361","deer",5,"rede",4
"42362","deer",5,"reed",4
"42363","deerw",3,"dewer",5
"42364","deerw",3,"ewder",5
"42365","deerw",3,"dewer",5
"42366","deerw",3,"rewed",5
"42367","deerw",3,"ewder",5
"42368","deerw",3,"rewed",5
"42369","definr",4,"finder",6
"42370","definr",4,"friend",6
"42371","definr",4,"finder",6
"42372","definr",4,"redfin",6
"42373","definr",4,"finder",6
"42374","definr",4,"refind",6
"42375","definr",4,"friend",6
"42376","definr",4,"redfin",6
"42377","definr",4,"friend",6
"42378","definr",4,"refind",6
"42379","definr",4,"redfin",6
"42380","definr",4,"refind",6
"42381","deflno",3,"enfold",6
"42382","deflno",3,"folden",6
"42383","deflno",3,"enfold",6
"42384","deflno",3,"fondle",6
"42385","deflno",3,"folden",6
"42386","deflno",3,"fondle",6
"42387","deflnoru",3,"flounder",8
"42388","deflnoru",3,"reunfold",8
"42389","deflnoru",3,"flounder",8
"42390","deflnoru",3,"unfolder",8
"42391","deflnoru",3,"reunfold",8
"42392","deflnoru",3,"unfolder",8
"42393","degiln",4,"dingle",6
"42394","degiln",4,"elding",6
"42395","degiln",4,"dingle",6
"42396","degiln",4,"engild",6
"42397","degiln",4,"dingle",6
"42398","degiln",4,"gilden",6
"42399","degiln",4,"elding",6
"42400","degiln",4,"engild",6
"42401","degiln",4,"elding",6
"42402","degiln",4,"gilden",6
"42403","degiln",4,"engild",6
"42404","degiln",4,"gilden",6
"42405","degilr",5,"gilder",6
"42406","degilr",5,"girdle",6
"42407","degilr",5,"gilder",6
"42408","degilr",5,"glider",6
"42409","degilr",5,"gilder",6
"42410","degilr",5,"regild",6
"42411","degilr",5,"gilder",6
"42412","degilr",5,"ridgel",6
"42413","degilr",5,"girdle",6
"42414","degilr",5,"glider",6
"42415","degilr",5,"girdle",6
"42416","degilr",5,"regild",6
"42417","degilr",5,"girdle",6
"42418","degilr",5,"ridgel",6
"42419","degilr",5,"glider",6
"42420","degilr",5,"regild",6
"42421","degilr",5,"glider",6
"42422","degilr",5,"ridgel",6
"42423","degilr",5,"regild",6
"42424","degilr",5,"ridgel",6
"42425","degin",3,"deign",5
"42426","degin",3,"dinge",5
"42427","degin",3,"deign",5
"42428","degin",3,"nidge",5
"42429","degin",3,"dinge",5
"42430","degin",3,"nidge",5
"42431","deginnsu",3,"undesign",8
"42432","deginnsu",3,"unsigned",8
"42433","deginnsu",3,"undesign",8
"42434","deginnsu",3,"unsinged",8
"42435","deginnsu",3,"unsigned",8
"42436","deginnsu",3,"unsinged",8
"42437","degio",3,"diego",5
"42438","degio",3,"dogie",5
"42439","degio",3,"diego",5
"42440","degio",3,"geoid",5
"42441","degio",3,"dogie",5
"42442","degio",3,"geoid",5
"42443","degir",4,"dirge",5
"42444","degir",4,"gride",5
"42445","degir",4,"dirge",5
"42446","degir",4,"redig",5
"42447","degir",4,"dirge",5
"42448","degir",4,"ridge",5
"42449","degir",4,"gride",5
"42450","degir",4,"redig",5
"42451","degir",4,"gride",5
"42452","degir",4,"ridge",5
"42453","degir",4,"redig",5
"42454","degir",4,"ridge",5
"42455","degloss",3,"dogless",7
"42456","degloss",3,"glossed",7
"42457","degloss",3,"dogless",7
"42458","degloss",3,"godless",7
"42459","degloss",3,"glossed",7
"42460","degloss",3,"godless",7
"42461","degnoru",3,"guerdon",7
"42462","degnoru",3,"undergo",7
"42463","degnoru",3,"guerdon",7
"42464","degnoru",3,"ungored",7
"42465","degnoru",3,"undergo",7
"42466","degnoru",3,"ungored",7
"42467","degnru",4,"dunger",6
"42468","degnru",4,"gerund",6
"42469","degnru",4,"dunger",6
"42470","degnru",4,"greund",6
"42471","degnru",4,"dunger",6
"42472","degnru",4,"nudger",6
"42473","degnru",4,"gerund",6
"42474","degnru",4,"greund",6
"42475","degnru",4,"gerund",6
"42476","degnru",4,"nudger",6
"42477","degnru",4,"greund",6
"42478","degnru",4,"nudger",6
"42479","dego",3,"doeg",4
"42480","dego",3,"doge",4
"42481","dego",3,"doeg",4
"42482","dego",3,"gode",4
"42483","dego",3,"doge",4
"42484","dego",3,"gode",4
"42485","dehir",3,"dheri",5
"42486","dehir",3,"hider",5
"42487","dehir",3,"dheri",5
"42488","dehir",3,"hired",5
"42489","dehir",3,"hider",5
"42490","dehir",3,"hired",5
"42491","dehis",3,"shide",5
"42492","dehis",3,"shied",5
"42493","dehis",3,"shide",5
"42494","dehis",3,"sidhe",5
"42495","dehis",3,"shied",5
"42496","dehis",3,"sidhe",5
"42497","dehop",3,"depoh",5
"42498","dehop",3,"ephod",5
"42499","dehop",3,"depoh",5
"42500","dehop",3,"hoped",5
"42501","dehop",3,"ephod",5
"42502","dehop",3,"hoped",5
"42503","dehors",4,"dehors",6
"42504","dehors",4,"rhodes",6
"42505","dehors",4,"dehors",6
"42506","dehors",4,"shoder",6
"42507","dehors",4,"dehors",6
"42508","dehors",4,"shored",6
"42509","dehors",4,"rhodes",6
"42510","dehors",4,"shoder",6
"42511","dehors",4,"rhodes",6
"42512","dehors",4,"shored",6
"42513","dehors",4,"shoder",6
"42514","dehors",4,"shored",6
"42515","deiimst",3,"misdiet",7
"42516","deiimst",3,"misedit",7
"42517","deiimst",3,"misdiet",7
"42518","deiimst",3,"mistide",7
"42519","deiimst",3,"misedit",7
"42520","deiimst",3,"mistide",7
"42521","deiinoprt",3,"direption",9
"42522","deiinoprt",3,"perdition",9
"42523","deiinoprt",3,"direption",9
"42524","deiinoprt",3,"tropidine",9
"42525","deiinoprt",3,"perdition",9
"42526","deiinoprt",3,"tropidine",9
"42527","deiinors",4,"derision",8
"42528","deiinors",4,"ironside",8
"42529","deiinors",4,"derision",8
"42530","deiinors",4,"resinoid",8
"42531","deiinors",4,"derision",8
"42532","deiinors",4,"sirenoid",8
"42533","deiinors",4,"ironside",8
"42534","deiinors",4,"resinoid",8
"42535","deiinors",4,"ironside",8
"42536","deiinors",4,"sirenoid",8
"42537","deiinors",4,"resinoid",8
"42538","deiinors",4,"sirenoid",8
"42539","deiinot",4,"edition",7
"42540","deiinot",4,"odinite",7
"42541","deiinot",4,"edition",7
"42542","deiinot",4,"otidine",7
"42543","deiinot",4,"edition",7
"42544","deiinot",4,"tineoid",7
"42545","deiinot",4,"odinite",7
"42546","deiinot",4,"otidine",7
"42547","deiinot",4,"odinite",7
"42548","deiinot",4,"tineoid",7
"42549","deiinot",4,"otidine",7
"42550","deiinot",4,"tineoid",7
"42551","deil",3,"idle",4
"42552","deil",3,"lide",4
"42553","deil",3,"idle",4
"42554","deil",3,"lied",4
"42555","deil",3,"lide",4
"42556","deil",3,"lied",4
"42557","deilmnsu",3,"muslined",8
"42558","deilmnsu",3,"unmisled",8
"42559","deilmnsu",3,"muslined",8
"42560","deilmnsu",3,"unsmiled",8
"42561","deilmnsu",3,"unmisled",8
"42562","deilmnsu",3,"unsmiled",8
"42563","deilno",5,"doline",6
"42564","deilno",5,"indole",6
"42565","deilno",5,"doline",6
"42566","deilno",5,"leonid",6
"42567","deilno",5,"doline",6
"42568","deilno",5,"loined",6
"42569","deilno",5,"doline",6
"42570","deilno",5,"olenid",6
"42571","deilno",5,"indole",6
"42572","deilno",5,"leonid",6
"42573","deilno",5,"indole",6
"42574","deilno",5,"loined",6
"42575","deilno",5,"indole",6
"42576","deilno",5,"olenid",6
"42577","deilno",5,"leonid",6
"42578","deilno",5,"loined",6
"42579","deilno",5,"leonid",6
"42580","deilno",5,"olenid",6
"42581","deilno",5,"loined",6
"42582","deilno",5,"olenid",6
"42583","deilnttu",3,"dilutent",8
"42584","deilnttu",3,"untilted",8
"42585","deilnttu",3,"dilutent",8
"42586","deilnttu",3,"untitled",8
"42587","deilnttu",3,"untilted",8
"42588","deilnttu",3,"untitled",8
"42589","deilops",3,"despoil",7
"42590","deilops",3,"soliped",7
"42591","deilops",3,"despoil",7
"42592","deilops",3,"spoiled",7
"42593","deilops",3,"soliped",7
"42594","deilops",3,"spoiled",7
"42595","deilty",4,"idlety",6
"42596","deilty",4,"lydite",6
"42597","deilty",4,"idlety",6
"42598","deilty",4,"tidely",6
"42599","deilty",4,"idlety",6
"42600","deilty",4,"tidley",6
"42601","deilty",4,"lydite",6
"42602","deilty",4,"tidely",6
"42603","deilty",4,"lydite",6
"42604","deilty",4,"tidley",6
"42605","deilty",4,"tidely",6
"42606","deilty",4,"tidley",6
"42607","deilv",3,"devil",5
"42608","deilv",3,"divel",5
"42609","deilv",3,"devil",5
"42610","deilv",3,"lived",5
"42611","deilv",3,"divel",5
"42612","deilv",3,"lived",5
"42613","deilwy",3,"dewily",6
"42614","deilwy",3,"widely",6
"42615","deilwy",3,"dewily",6
"42616","deilwy",3,"wieldy",6
"42617","deilwy",3,"widely",6
"42618","deilwy",3,"wieldy",6
"42619","deim",4,"demi",4
"42620","deim",4,"diem",4
"42621","deim",4,"demi",4
"42622","deim",4,"dime",4
"42623","deim",4,"demi",4
"42624","deim",4,"mide",4
"42625","deim",4,"diem",4
"42626","deim",4,"dime",4
"42627","deim",4,"diem",4
"42628","deim",4,"mide",4
"42629","deim",4,"dime",4
"42630","deim",4,"mide",4
"42631","deimmnos",3,"demonism",8
"42632","deimmnos",3,"medimnos",8
"42633","deimmnos",3,"demonism",8
"42634","deimmnos",3,"misnomed",8
"42635","deimmnos",3,"medimnos",8
"42636","deimmnos",3,"misnomed",8
"42637","deimmr",3,"dimmer",6
"42638","deimmr",3,"immerd",6
"42639","deimmr",3,"dimmer",6
"42640","deimmr",3,"rimmed",6
"42641","deimmr",3,"immerd",6
"42642","deimmr",3,"rimmed",6
"42643","deimno",4,"domine",6
"42644","deimno",4,"domnei",6
"42645","deimno",4,"domine",6
"42646","deimno",4,"emodin",6
"42647","deimno",4,"domine",6
"42648","deimno",4,"medino",6
"42649","deimno",4,"domnei",6
"42650","deimno",4,"emodin",6
"42651","deimno",4,"domnei",6
"42652","deimno",4,"medino",6
"42653","deimno",4,"emodin",6
"42654","deimno",4,"medino",6
"42655","deimnoot",3,"demotion",8
"42656","deimnoot",3,"entomoid",8
"42657","deimnoot",3,"demotion",8
"42658","deimnoot",3,"moontide",8
"42659","deimnoot",3,"entomoid",8
"42660","deimnoot",3,"moontide",8
"42661","dein",4,"dine",4
"42662","dein",4,"enid",4
"42663","dein",4,"dine",4
"42664","dein",4,"inde",4
"42665","dein",4,"dine",4
"42666","dein",4,"nide",4
"42667","dein",4,"enid",4
"42668","dein",4,"inde",4
"42669","dein",4,"enid",4
"42670","dein",4,"nide",4
"42671","dein",4,"inde",4
"42672","dein",4,"nide",4
"42673","deinnt",4,"dentin",6
"42674","deinnt",4,"indent",6
"42675","deinnt",4,"dentin",6
"42676","deinnt",4,"intend",6
"42677","deinnt",4,"dentin",6
"42678","deinnt",4,"tinned",6
"42679","deinnt",4,"indent",6
"42680","deinnt",4,"intend",6
"42681","deinnt",4,"indent",6
"42682","deinnt",4,"tinned",6
"42683","deinnt",4,"intend",6
"42684","deinnt",4,"tinned",6
"42685","deino",3,"deino",5
"42686","deino",3,"dione",5
"42687","deino",3,"deino",5
"42688","deino",3,"edoni",5
"42689","deino",3,"dione",5
"42690","deino",3,"edoni",5
"42691","deinopry",3,"pyrenoid",8
"42692","deinopry",3,"pyridone",8
"42693","deinopry",3,"pyrenoid",8
"42694","deinopry",3,"pyrodine",8
"42695","deinopry",3,"pyridone",8
"42696","deinopry",3,"pyrodine",8
"42697","deinors",4,"indorse",7
"42698","deinors",4,"ordines",7
"42699","deinors",4,"indorse",7
"42700","deinors",4,"siredon",7
"42701","deinors",4,"indorse",7
"42702","deinors",4,"sordine",7
"42703","deinors",4,"ordines",7
"42704","deinors",4,"siredon",7
"42705","deinors",4,"ordines",7
"42706","deinors",4,"sordine",7
"42707","deinors",4,"siredon",7
"42708","deinors",4,"sordine",7
"42709","deinorstu",3,"detrusion",9
"42710","deinorstu",3,"tinderous",9
"42711","deinorstu",3,"detrusion",9
"42712","deinorstu",3,"unstoried",9
"42713","deinorstu",3,"tinderous",9
"42714","deinorstu",3,"unstoried",9
"42715","deinos",4,"deinos",6
"42716","deinos",4,"donsie",6
"42717","deinos",4,"deinos",6
"42718","deinos",4,"inodes",6
"42719","deinos",4,"deinos",6
"42720","deinos",4,"onside",6
"42721","deinos",4,"donsie",6
"42722","deinos",4,"inodes",6
"42723","deinos",4,"donsie",6
"42724","deinos",4,"onside",6
"42725","deinos",4,"inodes",6
"42726","deinos",4,"onside",6
"42727","deinr",3,"diner",5
"42728","deinr",3,"riden",5
"42729","deinr",3,"diner",5
"42730","deinr",3,"rinde",5
"42731","deinr",3,"riden",5
"42732","deinr",3,"rinde",5
"42733","deinrt",3,"dirten",6
"42734","deinrt",3,"rident",6
"42735","deinrt",3,"dirten",6
"42736","deinrt",3,"tinder",6
"42737","deinrt",3,"rident",6
"42738","deinrt",3,"tinder",6
"42739","deinrtu",4,"intrude",7
"42740","deinrtu",4,"turdine",7
"42741","deinrtu",4,"intrude",7
"42742","deinrtu",4,"untired",7
"42743","deinrtu",4,"intrude",7
"42744","deinrtu",4,"untried",7
"42745","deinrtu",4,"turdine",7
"42746","deinrtu",4,"untired",7
"42747","deinrtu",4,"turdine",7
"42748","deinrtu",4,"untried",7
"42749","deinrtu",4,"untired",7
"42750","deinrtu",4,"untried",7
"42751","deinru",4,"diurne",6
"42752","deinru",4,"inured",6
"42753","deinru",4,"diurne",6
"42754","deinru",4,"ruined",6
"42755","deinru",4,"diurne",6
"42756","deinru",4,"unride",6
"42757","deinru",4,"inured",6
"42758","deinru",4,"ruined",6
"42759","deinru",4,"inured",6
"42760","deinru",4,"unride",6
"42761","deinru",4,"ruined",6
"42762","deinru",4,"unride",6
"42763","deinrv",3,"driven",6
"42764","deinrv",3,"nervid",6
"42765","deinrv",3,"driven",6
"42766","deinrv",3,"verdin",6
"42767","deinrv",3,"nervid",6
"42768","deinrv",3,"verdin",6
"42769","deinstt",3,"dentist",7
"42770","deinstt",3,"distent",7
"42771","deinstt",3,"dentist",7
"42772","deinstt",3,"stinted",7
"42773","deinstt",3,"distent",7
"42774","deinstt",3,"stinted",7
"42775","deint",3,"detin",5
"42776","deint",3,"teind",5
"42777","deint",3,"detin",5
"42778","deint",3,"tined",5
"42779","deint",3,"teind",5
"42780","deint",3,"tined",5
"42781","deintu",3,"dunite",6
"42782","deintu",3,"united",6
"42783","deintu",3,"dunite",6
"42784","deintu",3,"untied",6
"42785","deintu",3,"united",6
"42786","deintu",3,"untied",6
"42787","deinw",4,"dwine",5
"42788","deinw",4,"edwin",5
"42789","deinw",4,"dwine",5
"42790","deinw",4,"widen",5
"42791","deinw",4,"dwine",5
"42792","deinw",4,"wined",5
"42793","deinw",4,"edwin",5
"42794","deinw",4,"widen",5
"42795","deinw",4,"edwin",5
"42796","deinw",4,"wined",5
"42797","deinw",4,"widen",5
"42798","deinw",4,"wined",5
"42799","deioorst",3,"oestroid",8
"42800","deioorst",3,"ordosite",8
"42801","deioorst",3,"oestroid",8
"42802","deioorst",3,"ostreoid",8
"42803","deioorst",3,"ordosite",8
"42804","deioorst",3,"ostreoid",8
"42805","deioprt",5,"diopter",7
"42806","deioprt",5,"peridot",7
"42807","deioprt",5,"diopter",7
"42808","deioprt",5,"proetid",7
"42809","deioprt",5,"diopter",7
"42810","deioprt",5,"protide",7
"42811","deioprt",5,"diopter",7
"42812","deioprt",5,"pteroid",7
"42813","deioprt",5,"peridot",7
"42814","deioprt",5,"proetid",7
"42815","deioprt",5,"peridot",7
"42816","deioprt",5,"protide",7
"42817","deioprt",5,"peridot",7
"42818","deioprt",5,"pteroid",7
"42819","deioprt",5,"proetid",7
"42820","deioprt",5,"protide",7
"42821","deioprt",5,"proetid",7
"42822","deioprt",5,"pteroid",7
"42823","deioprt",5,"protide",7
"42824","deioprt",5,"pteroid",7
"42825","deiorst",3,"oestrid",7
"42826","deiorst",3,"steroid",7
"42827","deiorst",3,"oestrid",7
"42828","deiorst",3,"storied",7
"42829","deiorst",3,"steroid",7
"42830","deiorst",3,"storied",7
"42831","deios",3,"diose",5
"42832","deios",3,"idose",5
"42833","deios",3,"diose",5
"42834","deios",3,"oside",5
"42835","deios",3,"idose",5
"42836","deios",3,"oside",5
"42837","deipr",3,"pride",5
"42838","deipr",3,"pried",5
"42839","deipr",3,"pride",5
"42840","deipr",3,"redip",5
"42841","deipr",3,"pried",5
"42842","deipr",3,"redip",5
"42843","deiprs",3,"spider",6
"42844","deiprs",3,"spired",6
"42845","deiprs",3,"spider",6
"42846","deiprs",3,"spried",6
"42847","deiprs",3,"spired",6
"42848","deiprs",3,"spried",6
"42849","deir",3,"dier",4
"42850","deir",3,"dire",4
"42851","deir",3,"dier",4
"42852","deir",3,"ride",4
"42853","deir",3,"dire",4
"42854","deir",3,"ride",4
"42855","deirt",3,"diter",5
"42856","deirt",3,"tired",5
"42857","deirt",3,"diter",5
"42858","deirt",3,"tried",5
"42859","deirt",3,"tired",5
"42860","deirt",3,"tried",5
"42861","deirw",4,"weird",5
"42862","deirw",4,"wired",5
"42863","deirw",4,"weird",5
"42864","deirw",4,"wride",5
"42865","deirw",4,"weird",5
"42866","deirw",4,"wried",5
"42867","deirw",4,"wired",5
"42868","deirw",4,"wride",5
"42869","deirw",4,"wired",5
"42870","deirw",4,"wried",5
"42871","deirw",4,"wride",5
"42872","deirw",4,"wried",5
"42873","deis",4,"desi",4
"42874","deis",4,"ides",4
"42875","deis",4,"desi",4
"42876","deis",4,"seid",4
"42877","deis",4,"desi",4
"42878","deis",4,"side",4
"42879","deis",4,"ides",4
"42880","deis",4,"seid",4
"42881","deis",4,"ides",4
"42882","deis",4,"side",4
"42883","deis",4,"seid",4
"42884","deis",4,"side",4
"42885","deit",5,"diet",4
"42886","deit",5,"dite",4
"42887","deit",5,"diet",4
"42888","deit",5,"edit",4
"42889","deit",5,"diet",4
"42890","deit",5,"tide",4
"42891","deit",5,"diet",4
"42892","deit",5,"tied",4
"42893","deit",5,"dite",4
"42894","deit",5,"edit",4
"42895","deit",5,"dite",4
"42896","deit",5,"tide",4
"42897","deit",5,"dite",4
"42898","deit",5,"tied",4
"42899","deit",5,"edit",4
"42900","deit",5,"tide",4
"42901","deit",5,"edit",4
"42902","deit",5,"tied",4
"42903","deit",5,"tide",4
"42904","deit",5,"tied",4
"42905","delmnpuu",3,"pendulum",8
"42906","delmnpuu",3,"unlumped",8
"42907","delmnpuu",3,"pendulum",8
"42908","delmnpuu",3,"unplumed",8
"42909","delmnpuu",3,"unlumped",8
"42910","delmnpuu",3,"unplumed",8
"42911","delmor",3,"dermol",6
"42912","delmor",3,"molder",6
"42913","delmor",3,"dermol",6
"42914","delmor",3,"remold",6
"42915","delmor",3,"molder",6
"42916","delmor",3,"remold",6
"42917","delnoru",3,"durenol",7
"42918","delnoru",3,"lounder",7
"42919","delnoru",3,"durenol",7
"42920","delnoru",3,"roundel",7
"42921","delnoru",3,"lounder",7
"42922","delnoru",3,"roundel",7
"42923","delo",4,"dole",4
"42924","delo",4,"elod",4
"42925","delo",4,"dole",4
"42926","delo",4,"lode",4
"42927","delo",4,"dole",4
"42928","delo",4,"odel",4
"42929","delo",4,"elod",4
"42930","delo",4,"lode",4
"42931","delo",4,"elod",4
"42932","delo",4,"odel",4
"42933","delo",4,"lode",4
"42934","delo",4,"odel",4
"42935","deloos",3,"dolose",6
"42936","deloos",3,"oodles",6
"42937","deloos",3,"dolose",6
"42938","deloos",3,"soodle",6
"42939","deloos",3,"oodles",6
"42940","deloos",3,"soodle",6
"42941","delopr",3,"podler",6
"42942","delopr",3,"polder",6
"42943","delopr",3,"podler",6
"42944","delopr",3,"replod",6
"42945","delopr",3,"polder",6
"42946","delopr",3,"replod",6
"42947","delors",3,"dorsel",6
"42948","delors",3,"seldor",6
"42949","delors",3,"dorsel",6
"42950","delors",3,"solder",6
"42951","delors",3,"seldor",6
"42952","delors",3,"solder",6
"42953","delorw",3,"lowder",6
"42954","delorw",3,"weldor",6
"42955","delorw",3,"lowder",6
"42956","delorw",3,"wordle",6
"42957","delorw",3,"weldor",6
"42958","delorw",3,"wordle",6
"42959","delu",3,"deul",4
"42960","delu",3,"duel",4
"42961","delu",3,"deul",4
"42962","delu",3,"leud",4
"42963","delu",3,"duel",4
"42964","delu",3,"leud",4
"42965","demo",3,"dome",4
"42966","demo",3,"mode",4
"42967","demo",3,"dome",4
"42968","demo",3,"moed",4
"42969","demo",3,"mode",4
"42970","demo",3,"moed",4
"42971","demoor",4,"doomer",6
"42972","demoor",4,"mooder",6
"42973","demoor",4,"doomer",6
"42974","demoor",4,"redoom",6
"42975","demoor",4,"doomer",6
"42976","demoor",4,"roomed",6
"42977","demoor",4,"mooder",6
"42978","demoor",4,"redoom",6
"42979","demoor",4,"mooder",6
"42980","demoor",4,"roomed",6
"42981","demoor",4,"redoom",6
"42982","demoor",4,"roomed",6
"42983","den",3,"den",3
"42984","den",3,"end",3
"42985","den",3,"den",3
"42986","den",3,"ned",3
"42987","den",3,"end",3
"42988","den",3,"ned",3
"42989","denopru",3,"pounder",7
"42990","denopru",3,"repound",7
"42991","denopru",3,"pounder",7
"42992","denopru",3,"unroped",7
"42993","denopru",3,"repound",7
"42994","denopru",3,"unroped",7
"42995","denorru",3,"rondure",7
"42996","denorru",3,"rounder",7
"42997","denorru",3,"rondure",7
"42998","denorru",3,"unorder",7
"42999","denorru",3,"rounder",7
"43000","denorru",3,"unorder",7
"43001","denorstu",3,"tonsured",8
"43002","denorstu",3,"unsorted",8
"43003","denorstu",3,"tonsured",8
"43004","denorstu",3,"unstored",8
"43005","denorstu",3,"unsorted",8
"43006","denorstu",3,"unstored",8
"43007","denorsu",3,"resound",7
"43008","denorsu",3,"sounder",7
"43009","denorsu",3,"resound",7
"43010","denorsu",3,"unrosed",7
"43011","denorsu",3,"sounder",7
"43012","denorsu",3,"unrosed",7
"43013","denoruw",3,"rewound",7
"43014","denoruw",3,"unrowed",7
"43015","denoruw",3,"rewound",7
"43016","denoruw",3,"wounder",7
"43017","denoruw",3,"unrowed",7
"43018","denoruw",3,"wounder",7
"43019","denorw",3,"downer",6
"43020","denorw",3,"wonder",6
"43021","denorw",3,"downer",6
"43022","denorw",3,"worden",6
"43023","denorw",3,"wonder",6
"43024","denorw",3,"worden",6
"43025","denot",3,"donet",5
"43026","denot",3,"noted",5
"43027","denot",3,"donet",5
"43028","denot",3,"toned",5
"43029","denot",3,"noted",5
"43030","denot",3,"toned",5
"43031","denprtu",3,"prudent",7
"43032","denprtu",3,"prunted",7
"43033","denprtu",3,"prudent",7
"43034","denprtu",3,"uptrend",7
"43035","denprtu",3,"prunted",7
"43036","denprtu",3,"uptrend",7
"43037","denrtu",3,"runted",6
"43038","denrtu",3,"tunder",6
"43039","denrtu",3,"runted",6
"43040","denrtu",3,"turned",6
"43041","denrtu",3,"tunder",6
"43042","denrtu",3,"turned",6
"43043","denru",3,"runed",5
